,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,Assets
537,1,1,0,5900000,15200000,2,547,0,37400000
538,5,0,1,8600000,26300000,10,843,1,62500000
539,3,0,1,3400000,13200000,8,783,1,24700000
540,3,0,1,1000000,3200000,14,790,1,6700000
541,1,0,1,4400000,14200000,16,409,0,31100000
542,0,0,0,3600000,7800000,14,376,0,31600000
543,3,0,0,1400000,2700000,8,625,1,9300000
544,0,0,0,5300000,10900000,18,707,1,35800000
545,3,1,1,9400000,20500000,6,645,1,65100000
546,4,0,1,6600000,22100000,6,887,1,31600000
547,5,1,0,9800000,37600000,18,319,0,49300000
548,1,0,0,1900000,4900000,20,647,1,14700000
549,2,0,1,5800000,22500000,6,888,1,36400000
550,2,0,0,3100000,10400000,10,420,0,26300000
551,0,1,0,6800000,18400000,2,791,1,35000000
552,5,0,0,4600000,16200000,12,891,1,21600000
553,2,0,1,200000,700000,16,641,1,1500000
554,3,0,1,9500000,22800000,6,319,0,62500000
555,5,0,1,6200000,22200000,20,819,1,50500000
556,4,0,1,9700000,32300000,18,387,0,51300000
557,5,1,1,4200000,12300000,2,686,1,30500000
558,1,1,1,5700000,12000000,4,415,0,41300000
559,2,1,1,200000,500000,6,885,0,400000
560,4,1,0,8000000,25500000,4,722,1,62200000
561,4,1,0,5200000,20400000,20,761,1,26800000
562,1,1,1,7100000,15200000,8,389,0,37000000
563,1,1,1,9300000,27900000,12,600,1,41900000
564,5,1,0,2000000,6100000,2,407,1,10400000
565,3,1,1,3900000,14000000,18,829,1,23500000
566,2,0,0,2800000,5900000,6,895,1,17300000
567,5,1,1,3000000,11100000,12,441,0,20300000
568,4,0,0,4500000,9800000,16,895,1,37400000
569,4,1,0,1900000,4300000,4,826,1,10300000
570,1,1,0,2300000,7200000,8,453,0,16600000
571,0,1,0,4700000,17500000,2,701,1,26400000
572,2,0,1,1300000,2700000,8,627,1,4300000
573,3,1,0,3100000,11000000,2,543,1,19500000
574,0,1,0,8400000,17500000,18,411,0,60200000
575,5,1,1,1700000,5800000,4,583,1,12100000
576,2,0,0,1900000,7500000,2,889,1,11400000
577,3,0,0,2400000,8600000,8,684,1,13600000
578,5,1,0,6800000,20500000,10,578,1,42900000
579,1,1,0,2900000,10900000,20,445,0,21300000
580,4,1,1,8900000,26300000,10,369,0,70400000
581,1,0,0,8800000,22200000,18,794,1,51800000
582,0,1,1,8200000,19200000,16,492,0,52900000
583,3,0,1,3600000,13200000,16,557,1,25800000
584,4,1,1,9500000,31800000,6,519,0,47800000
585,0,0,1,1900000,5700000,18,699,1,14200000
586,3,0,1,9100000,24600000,2,741,1,61100000
587,5,1,0,1100000,3800000,18,508,0,5200000
588,5,0,1,1100000,2800000,10,647,1,10400000
589,1,1,0,9300000,28600000,14,656,1,66300000
590,4,1,1,3900000,10600000,2,439,0,25200000
591,5,0,1,1500000,4000000,12,350,0,10400000
592,5,1,0,800000,2200000,6,493,0,5200000
593,4,1,0,600000,1800000,6,851,1,4100000
594,2,1,0,4400000,12500000,18,492,0,21900000
595,4,1,1,2700000,5400000,6,861,1,18100000
596,3,0,1,6200000,14600000,2,664,1,50100000
597,5,1,1,700000,1300000,16,362,0,6400000
598,0,1,0,3400000,9400000,6,703,1,17800000
599,1,0,1,4900000,16800000,12,758,1,21400000
600,3,0,1,4200000,9700000,2,396,0,21800000
601,0,1,1,5300000,10600000,2,828,1,38000000
602,5,1,1,3700000,10000000,20,709,1,23000000
603,4,0,1,5600000,17500000,10,528,0,35800000
604,2,1,1,4300000,16000000,14,623,1,38000000
605,4,0,1,7100000,24500000,14,599,1,43300000
606,4,1,1,5400000,12700000,4,622,1,35900000
607,0,0,0,6000000,13100000,6,385,0,53600000
608,4,1,1,4100000,12500000,2,579,1,32300000
609,4,0,0,8300000,17900000,20,846,1,53000000
610,3,1,0,8100000,23900000,10,449,0,50400000
611,1,0,0,7200000,24900000,14,666,1,37600000
612,5,1,0,7200000,17500000,4,380,0,26400000
613,2,1,1,3500000,8100000,4,589,1,25700000
614,1,1,0,6200000,19500000,12,845,1,31300000
615,3,0,0,5200000,17300000,10,401,0,23100000
616,0,0,0,4500000,14500000,2,766,1,38300000
617,5,0,0,5400000,15100000,12,522,0,29500000
618,3,0,1,2000000,6900000,6,834,1,14400000
619,3,1,0,8900000,25400000,8,588,1,54800000
620,2,1,0,5000000,10600000,4,570,1,34700000
621,2,1,0,4900000,17600000,6,860,1,39400000
622,4,1,1,5300000,19200000,4,655,1,42800000
623,3,0,1,8500000,27700000,4,457,1,28100000
624,5,1,1,700000,2100000,14,863,1,4600000
625,3,0,1,5900000,18900000,4,742,1,46500000
626,3,1,0,3500000,13300000,4,798,1,28400000
627,5,0,1,7700000,18900000,16,552,1,52200000
628,2,0,1,4500000,12500000,12,418,0,21400000
629,0,1,0,9100000,22200000,6,419,0,36000000
630,1,0,1,9000000,29900000,2,668,1,58400000
631,2,0,0,8900000,29200000,8,608,1,61200000
632,5,0,0,6500000,13800000,10,342,0,39300000
633,4,0,1,8100000,18000000,8,817,1,36900000
634,1,0,0,8400000,29900000,16,476,0,58700000
635,0,0,0,5300000,20000000,6,881,1,43100000
636,2,1,0,4100000,15600000,12,838,1,28100000
637,3,0,0,6900000,27400000,4,406,1,45900000
638,1,1,1,5200000,19500000,12,778,1,35200000
639,5,0,1,2000000,7400000,14,799,1,12700000
640,3,1,0,4600000,17800000,20,716,1,30500000
641,0,1,1,7100000,20100000,16,756,1,36000000
642,0,0,0,9300000,20100000,10,743,1,42100000
643,3,0,0,5400000,19400000,20,731,1,41300000
644,3,0,0,4100000,8500000,2,833,1,31600000
645,4,0,0,4900000,11400000,8,470,0,39000000
646,5,1,1,5400000,21200000,20,734,1,28100000
647,0,1,0,3000000,9600000,12,620,1,20100000
648,0,0,1,6800000,14400000,8,812,1,47200000
649,4,1,1,5100000,14000000,12,459,0,27000000
650,0,1,1,9800000,32600000,10,704,1,54000000
651,1,1,1,1600000,4100000,6,391,0,12100000
652,4,1,0,8000000,29100000,4,421,1,50900000
653,5,1,0,2900000,6700000,14,796,1,21400000
654,4,1,0,9200000,30300000,10,607,1,79100000
655,3,0,0,9500000,20400000,14,376,0,43200000
656,0,1,1,3700000,8500000,8,424,0,26400000
657,5,1,1,7100000,20800000,6,442,0,45300000
658,5,0,0,5600000,17600000,14,448,0,35900000
659,0,1,1,1200000,2700000,2,638,1,6200000
660,3,0,0,1600000,5600000,6,710,1,11500000
661,4,0,1,1600000,4800000,20,641,1,10700000
662,2,0,0,5300000,20200000,10,348,0,42100000
663,5,0,0,9100000,19900000,20,519,0,65100000
664,4,0,1,9400000,35000000,10,517,0,60000000
665,3,0,0,5900000,22400000,6,375,0,39900000
666,2,1,1,1100000,3400000,10,426,0,6400000
667,4,1,1,3100000,11500000,14,785,1,19600000
668,4,0,0,2200000,8600000,20,373,0,12700000
669,1,1,0,6000000,20100000,6,476,0,44600000
670,1,1,1,2000000,5600000,18,320,0,11400000
671,4,1,0,7200000,22900000,18,657,1,41200000
672,1,0,1,500000,1900000,12,868,1,2800000
673,1,0,1,5800000,13900000,6,345,0,39700000
674,0,0,0,200000,300000,6,472,0,1200000
675,4,0,1,4600000,9500000,20,613,1,27800000
676,5,0,1,4600000,12800000,14,769,1,37300000
677,1,1,0,6500000,23100000,20,741,1,53500000
678,4,0,1,4400000,16600000,14,889,1,23000000
679,0,0,1,900000,3600000,10,683,1,6000000
680,0,0,1,3200000,7400000,18,780,1,18600000
681,3,1,0,600000,1100000,8,538,0,3000000
682,1,0,0,5200000,12600000,10,721,1,27300000
683,3,0,1,6400000,15200000,14,467,0,46200000
684,2,0,0,1000000,2500000,6,551,1,6500000
685,2,0,0,6800000,14800000,14,803,1,40800000
686,0,1,0,3000000,8400000,10,361,0,17000000
687,1,0,1,8700000,30700000,6,708,1,62000000
688,4,1,1,8800000,20900000,18,766,1,76500000
689,1,0,1,3900000,11500000,2,464,0,32500000
690,5,1,0,1700000,4300000,2,517,0,8100000
691,3,0,1,900000,2300000,6,747,1,4900000
692,1,0,0,7200000,24700000,6,596,1,37700000
693,0,1,0,9200000,25400000,2,783,1,59400000
694,3,0,0,5700000,19400000,2,335,1,45700000
695,5,0,1,1100000,2700000,4,889,1,5600000
696,2,0,1,1100000,2200000,4,874,1,6200000
697,0,1,1,6000000,23900000,4,394,1,38900000
698,2,1,1,8100000,28500000,20,420,0,44700000
699,2,0,1,6500000,25100000,20,848,1,41900000
700,0,1,1,7600000,17900000,16,788,1,42500000
701,1,1,0,2200000,4900000,8,509,0,12100000
702,4,1,1,6300000,23900000,6,899,1,38600000
703,4,0,1,6700000,15800000,12,466,0,38600000
704,5,1,1,1300000,4300000,2,595,1,6200000
705,1,0,0,2800000,6700000,12,322,0,14600000
706,3,1,0,7000000,18900000,2,691,1,32800000
707,3,0,1,8800000,26700000,10,379,0,62300000
708,0,1,0,8900000,25800000,18,531,0,44100000
709,5,0,0,7000000,21800000,4,631,1,39800000
710,0,1,1,6900000,18600000,10,330,0,49900000
711,5,1,0,9200000,29200000,16,383,0,67100000
712,0,1,1,6100000,19700000,16,678,1,40800000
713,1,1,1,4400000,14700000,8,894,1,29500000
714,4,0,0,9900000,22700000,12,567,1,73300000
715,5,0,0,3900000,14000000,4,708,1,23300000
716,3,1,0,6800000,21200000,2,433,1,42100000
717,4,0,0,3600000,8700000,14,302,0,22000000
718,4,1,0,700000,2600000,14,736,1,5000000
719,2,0,1,4000000,8500000,6,323,0,30600000
720,4,1,0,1800000,4100000,12,670,1,11700000
721,3,0,0,5600000,21000000,12,609,1,40500000
722,4,0,0,6800000,24200000,18,349,0,44000000
723,5,0,1,600000,1500000,2,319,0,3900000
724,1,0,0,4200000,16200000,14,391,0,24600000
725,4,0,0,5000000,18700000,10,755,1,19800000
726,1,0,0,4100000,12200000,6,354,0,32700000
727,3,0,1,2200000,8800000,2,877,1,15800000
728,1,0,0,3400000,8600000,16,312,0,23900000
729,0,1,0,7100000,15900000,14,746,1,44900000
730,3,1,0,5800000,19600000,16,313,0,48200000
731,2,1,0,3400000,12900000,14,857,1,16500000
732,2,0,0,7700000,18300000,20,504,0,38000000
733,0,1,0,500000,1200000,14,556,1,3200000
734,2,1,1,5300000,11000000,14,393,0,34900000
735,0,1,0,4700000,14400000,14,881,1,37100000
736,2,1,1,4300000,12200000,14,719,1,27400000
737,2,1,1,900000,2500000,16,458,0,4300000
738,4,1,0,2000000,7500000,14,857,1,12100000
739,2,1,1,2000000,7600000,16,429,0,16400000
740,3,0,0,4100000,15900000,12,538,0,19200000
741,1,0,0,6900000,14400000,10,828,1,53300000
742,5,1,1,2300000,6100000,6,339,0,18300000
743,5,1,1,5800000,16600000,18,376,0,33900000
744,5,0,0,8000000,30000000,14,549,0,39300000
745,3,0,1,3700000,12700000,18,587,1,27000000
746,0,0,0,2600000,8400000,18,861,1,13500000
747,0,0,0,3000000,7000000,12,409,0,22800000
748,4,1,0,2700000,10200000,4,528,1,21600000
749,4,0,0,5700000,19600000,8,691,1,26100000
750,2,1,0,1500000,3600000,4,584,1,11700000
751,5,0,0,6800000,20000000,4,459,0,47400000
752,1,1,1,8100000,31700000,10,755,1,47500000
753,3,0,1,9200000,27700000,20,688,1,58100000
754,1,0,1,7600000,26000000,6,384,0,31700000
755,4,1,0,600000,1600000,20,869,1,4300000
756,1,0,1,4700000,18700000,20,445,0,17200000
757,0,1,0,1400000,5500000,6,393,0,9200000
758,3,1,1,9400000,24600000,10,414,0,51600000
759,2,1,0,9700000,19900000,16,395,0,64300000
760,3,0,1,8900000,21000000,14,815,1,39000000
761,5,1,0,4600000,10500000,8,758,1,26900000
762,5,0,1,5600000,14500000,10,457,0,39900000
763,0,1,1,1000000,3200000,10,854,1,7500000
764,3,1,0,3500000,10300000,16,324,0,18300000
765,0,0,0,7900000,31500000,14,849,1,66900000
766,3,1,1,6100000,24200000,12,672,1,39900000
767,3,0,1,8900000,20900000,6,859,1,66500000
768,4,1,0,5300000,15400000,8,584,1,25800000
769,5,0,0,1300000,4800000,4,346,1,9800000
770,3,1,0,4000000,12800000,18,635,1,30100000
771,2,0,0,8700000,22700000,4,365,0,60400000
772,1,0,0,9500000,20000000,16,856,1,66800000
773,5,1,1,9000000,20000000,2,440,0,54200000
774,0,1,1,7300000,23300000,2,616,1,51500000
775,3,1,1,7400000,25700000,2,461,1,28800000
776,5,0,0,3100000,10800000,10,681,1,15700000
777,2,1,0,4300000,9400000,2,485,0,32300000
778,1,1,1,2400000,8300000,6,684,1,16600000
779,1,1,0,5400000,17900000,14,727,1,30100000
780,2,0,0,1600000,5100000,6,784,1,9700000
781,3,0,1,9900000,20400000,4,865,1,79200000
782,3,0,0,5800000,20100000,18,791,1,34100000
783,4,0,0,2200000,8500000,16,866,1,15500000
784,0,1,0,5000000,14400000,2,761,1,24300000
785,2,0,1,600000,2100000,18,572,1,2600000
786,4,1,0,2200000,8600000,6,601,1,15600000
787,1,1,1,2600000,5500000,14,820,1,16400000
788,4,0,0,1200000,4300000,8,598,1,7900000
789,2,1,0,3100000,8700000,18,544,0,20100000
790,5,0,1,4600000,14500000,14,561,1,24500000
791,4,1,1,9300000,35500000,6,547,0,61500000
792,4,1,0,6300000,13400000,2,504,0,45300000
793,2,0,0,5900000,20800000,14,530,0,34800000
794,2,1,1,2900000,10600000,6,614,1,12500000
795,4,0,0,6100000,22400000,18,351,0,46000000
796,4,1,1,5900000,19700000,10,431,0,40500000
797,1,0,1,4600000,18400000,10,403,0,29200000
798,2,0,0,7000000,20200000,8,668,1,56800000
799,3,0,1,5100000,10400000,18,399,0,37000000
800,1,1,0,3100000,10600000,14,665,1,20400000
801,2,1,0,4100000,12800000,16,344,0,37200000
802,0,1,0,1800000,5400000,16,555,1,13600000
803,4,0,1,8200000,26900000,20,301,0,78300000
804,2,0,1,800000,2100000,6,726,1,5200000
805,2,1,0,8400000,23100000,6,689,1,39000000
806,0,0,0,8500000,33900000,4,665,1,43700000
807,3,0,1,3300000,12700000,16,608,1,26900000
808,3,0,0,5800000,12800000,20,335,0,30700000
809,3,0,0,4400000,10500000,18,677,1,19200000
810,1,0,0,2600000,8500000,2,491,1,11400000
811,2,0,1,9600000,28100000,20,763,1,72600000
812,5,0,1,5200000,18100000,8,809,1,28800000
813,5,0,1,9700000,36400000,16,544,0,55000000
814,1,1,1,200000,800000,14,624,1,1200000
815,3,1,0,6500000,16800000,10,388,0,32400000
816,4,1,1,7200000,23100000,14,644,1,39300000
817,0,0,0,5200000,18400000,14,600,1,37100000
818,2,0,0,6500000,14100000,2,709,1,38600000
819,5,1,1,2300000,5600000,8,642,1,15600000
820,0,0,1,3300000,10400000,4,423,1,26900000
821,0,0,1,2000000,5900000,12,900,1,16300000
822,2,1,1,8300000,19500000,4,415,0,42000000
823,4,1,1,3800000,14300000,4,645,1,17900000
824,0,0,0,5700000,15600000,16,742,1,24700000
825,4,0,0,7300000,19800000,8,724,1,50800000
826,1,1,0,1600000,5400000,12,707,1,9300000
827,5,0,1,800000,2500000,4,780,1,3500000
828,4,0,0,6300000,21900000,10,538,0,42100000
829,2,1,0,8800000,17700000,14,706,1,66700000
830,0,1,0,7300000,14500000,16,811,1,39100000
831,2,1,1,3800000,9100000,14,849,1,20700000
832,3,1,0,6200000,16700000,10,880,1,53200000
833,5,0,1,3500000,9500000,4,664,1,23000000
834,5,1,1,1400000,5000000,2,465,1,9400000
835,3,0,1,3500000,12000000,2,786,1,19400000
836,1,1,1,600000,2000000,10,326,0,4500000
837,0,0,0,4100000,10800000,16,399,0,31500000
838,2,0,1,5400000,11500000,6,841,1,24600000
839,2,0,1,2000000,6700000,14,638,1,12300000
840,4,1,1,3500000,8900000,4,478,0,23000000
841,0,1,1,8300000,30000000,4,600,1,63900000
842,0,1,1,6700000,15600000,16,768,1,31900000
843,0,0,0,1900000,6500000,10,523,0,10800000
844,2,1,1,6500000,20900000,14,327,0,35800000
845,1,1,1,600000,1800000,8,799,1,4700000
846,5,1,0,7000000,23000000,18,803,1,56900000
847,2,1,0,7700000,15400000,18,524,0,45600000
848,1,1,0,2600000,6600000,6,506,0,15900000
849,1,1,0,9200000,18800000,2,351,0,69100000
850,2,1,1,1800000,4200000,8,648,1,12100000
851,1,0,0,4900000,18500000,4,612,1,31300000
852,1,1,0,5700000,12400000,14,396,0,36100000
853,3,0,0,300000,800000,2,458,0,1800000
854,3,1,1,1700000,3400000,6,488,0,6700000
855,4,1,0,7000000,18900000,6,475,0,27300000
856,1,0,0,2200000,7000000,18,417,0,14300000
857,2,0,0,6800000,18700000,8,781,1,47600000
858,1,0,1,2400000,6200000,12,337,0,17200000
859,0,0,1,600000,1800000,12,511,0,3100000
860,4,1,0,6200000,17300000,6,837,1,45600000
861,1,0,0,7600000,24600000,12,810,1,47300000
862,2,0,0,4800000,10600000,8,588,1,28400000
863,5,1,0,4200000,9200000,12,870,1,23600000
864,0,0,1,7200000,20700000,10,733,1,56700000
865,5,0,1,6400000,20300000,16,348,0,48200000
866,0,0,1,8900000,23000000,12,741,1,51000000
867,3,0,0,5100000,14500000,12,306,0,24000000
868,2,1,1,6300000,19500000,18,428,0,49500000
869,3,1,0,6600000,22100000,4,455,1,39300000
870,1,0,1,4800000,14700000,2,356,1,34800000
871,0,1,0,200000,400000,4,594,1,1000000
872,0,0,1,7500000,25800000,18,844,1,34800000
873,4,1,0,9000000,34700000,4,771,1,56100000
874,2,1,0,5400000,12500000,4,622,1,34500000
875,1,0,1,1700000,4500000,20,480,0,8100000
876,4,1,0,4300000,11500000,20,337,0,39300000
877,1,1,0,5200000,11200000,6,698,1,43200000
878,4,0,0,4400000,17000000,18,302,0,22800000
879,1,0,1,3900000,7800000,14,349,0,27100000
880,0,1,0,1100000,3300000,10,482,0,7600000
881,2,1,0,2500000,8200000,10,429,0,13700000
882,4,1,0,500000,1300000,8,471,0,3000000
883,0,1,1,9000000,32400000,10,895,1,52800000
884,1,0,1,5100000,20300000,18,757,1,31800000
885,2,1,0,5200000,13500000,2,777,1,33800000
886,5,0,1,4400000,8900000,4,761,1,26300000
887,1,1,0,1900000,4200000,12,821,1,14400000
888,4,0,1,9200000,26500000,6,662,1,33600000
889,2,0,1,4800000,16500000,10,350,0,22800000
890,4,0,0,4900000,10700000,20,321,0,19200000
891,3,1,1,4800000,10100000,4,368,0,34200000
892,4,1,0,9300000,24900000,14,455,0,81300000
893,5,0,1,7500000,24600000,8,744,1,31200000
894,1,1,0,5900000,16800000,4,806,1,50800000
895,0,1,0,9400000,27900000,6,456,0,83300000
896,5,1,0,5300000,13400000,8,719,1,18500000
897,4,1,0,3700000,9000000,18,668,1,25900000
898,0,1,1,2500000,5800000,18,494,0,20300000
899,4,0,0,2800000,10800000,2,841,1,14500000
900,0,1,1,5400000,21400000,8,721,1,38700000
901,5,1,0,3100000,9400000,10,414,0,16300000
902,5,0,0,4800000,15500000,10,812,1,32300000
903,1,0,0,8800000,17500000,20,832,1,36800000
904,2,1,0,4100000,14900000,12,571,1,21500000
905,5,0,0,9700000,37000000,14,459,0,75000000
906,2,1,1,6400000,24100000,6,592,1,35000000
907,5,1,0,3400000,13100000,20,527,0,18000000
908,4,0,0,3500000,10200000,12,333,0,25500000
909,3,0,0,3200000,10000000,18,532,0,15300000
910,2,1,1,4900000,13100000,18,754,1,35200000
911,0,1,1,1300000,4800000,4,835,0,4700000
912,4,1,0,2500000,5400000,10,592,1,17700000
913,0,1,0,7500000,27300000,20,553,1,46700000
914,2,1,0,700000,2000000,8,806,1,5600000
915,4,1,1,8200000,28500000,2,378,1,55900000
916,1,0,0,6900000,26200000,4,534,1,50700000
917,1,0,1,1500000,5900000,16,400,0,12900000
918,3,1,0,6300000,18300000,18,543,0,32400000
919,0,0,1,8800000,25600000,10,715,1,71300000
920,4,1,1,8900000,20700000,6,684,1,37400000
921,3,0,1,2100000,6100000,8,346,0,13500000
922,1,1,1,9200000,29200000,6,669,1,57900000
923,2,0,0,3600000,8000000,12,566,1,25100000
924,0,0,1,8600000,23600000,2,361,0,63300000
925,5,1,0,3000000,8000000,6,333,0,14000000
926,3,0,1,5200000,16300000,8,335,0,37400000
927,3,1,1,7200000,20400000,10,558,1,51000000
928,1,0,1,4000000,15600000,12,436,0,31200000
929,1,0,0,2400000,5200000,2,371,0,19100000
930,2,0,1,5500000,18400000,10,515,0,33800000
931,0,0,1,9000000,24300000,10,599,1,49600000
932,0,0,1,7900000,24000000,20,728,1,63400000
933,2,0,1,6200000,21600000,20,679,1,54700000
934,3,1,1,7900000,29200000,4,399,1,65800000
935,3,0,0,1200000,4500000,6,819,1,7800000
936,1,1,0,4700000,11700000,6,308,0,31700000
937,5,1,1,5900000,15600000,2,730,1,39100000
938,4,0,1,1400000,5100000,14,312,0,9600000
939,3,0,1,4700000,12800000,16,740,1,28600000
940,5,1,1,7600000,20000000,10,522,0,47600000
941,4,1,0,7200000,16900000,4,702,1,54600000
942,4,0,1,1400000,4300000,16,447,0,11100000
943,5,1,0,1400000,2900000,4,829,1,8400000
944,2,1,0,7900000,18500000,18,727,1,59300000
945,5,0,1,7600000,18700000,14,509,0,42900000
946,3,1,1,9600000,34200000,2,745,1,44200000
947,1,0,0,2300000,6600000,18,513,0,16100000
948,2,0,0,8100000,18500000,6,372,0,68200000
949,2,1,1,300000,700000,4,411,0,1900000
950,4,1,0,4700000,10800000,20,495,0,39600000
951,5,0,0,1100000,2500000,4,827,1,8100000
952,4,0,0,8600000,25100000,6,820,1,53700000
953,5,1,1,8700000,28100000,10,660,1,62300000
954,0,0,0,2200000,8600000,4,563,1,9100000
955,1,0,1,500000,1400000,10,883,1,2900000
956,0,0,1,9100000,22000000,12,387,0,79600000
957,1,1,0,2200000,8700000,12,613,1,10400000
958,0,0,1,2200000,8000000,14,335,0,16300000
959,1,1,1,9600000,34500000,2,795,1,51700000
960,1,1,1,6500000,13900000,8,369,0,35400000
961,4,1,1,2400000,7400000,18,888,1,15100000
962,4,0,0,5500000,12300000,6,742,1,39700000
963,0,1,0,5000000,14400000,4,874,1,30300000
964,1,1,0,2700000,8100000,16,691,1,15800000
965,3,0,1,8500000,30300000,12,762,1,40600000
966,1,1,0,4400000,10700000,18,324,0,23600000
967,4,0,0,500000,1800000,20,777,1,2700000
968,0,1,0,8300000,21400000,2,662,1,53100000
969,2,0,1,6000000,13000000,12,462,0,24800000
970,3,0,1,4000000,10400000,14,609,1,25300000
971,5,1,1,4400000,11700000,20,590,1,21400000
972,3,1,1,4400000,15800000,18,779,1,31100000
973,2,1,1,1900000,5000000,14,641,1,9800000
974,0,1,1,5000000,18400000,12,752,1,35600000
975,0,1,0,8000000,23700000,10,305,0,63000000
976,4,0,0,8200000,20700000,10,546,0,53400000
977,2,1,0,7000000,24200000,8,833,1,53000000
978,2,0,0,2400000,8800000,18,421,0,12800000
979,5,1,0,6600000,18800000,4,639,1,33700000
980,3,1,0,3200000,6900000,20,735,1,17500000
981,0,0,1,2600000,5400000,2,377,0,13800000
982,3,0,0,6900000,15600000,20,310,0,33300000
983,4,1,0,4800000,14000000,2,695,1,33000000
984,1,0,1,300000,1200000,4,355,1,2000000
985,1,0,1,4300000,14100000,12,525,0,22800000
986,5,0,0,700000,2400000,20,330,0,5000000
987,5,1,0,9400000,25800000,14,625,1,85500000
988,3,0,1,800000,2900000,10,644,1,4400000
989,5,0,0,4400000,14900000,4,865,1,32800000
990,1,1,1,4700000,14800000,6,661,1,34500000
991,2,0,0,2300000,5000000,8,884,1,10700000
992,5,1,1,8500000,26700000,10,803,1,51100000
993,2,1,0,7600000,28300000,12,800,1,57900000
994,2,1,0,3200000,12600000,18,796,1,21300000
995,4,0,0,2400000,5000000,4,716,1,12600000
996,0,1,1,500000,1100000,18,479,0,4400000
997,3,0,1,8500000,28300000,2,810,1,58700000
998,0,1,1,8900000,20900000,18,568,1,57500000
999,0,1,0,2800000,5600000,8,842,1,9300000
1000,3,0,1,2900000,7000000,4,806,1,20200000
1001,1,1,1,4900000,17700000,8,722,1,35900000
1002,5,0,0,9600000,20700000,14,442,0,75600000
1003,3,1,1,3300000,9800000,6,360,0,20500000
1004,3,0,0,2800000,5900000,4,461,0,13700000
1005,2,1,0,7800000,22200000,10,735,1,44200000
1006,4,1,1,2500000,8400000,12,761,1,17600000
1007,0,1,0,4400000,10600000,20,653,1,33600000
1008,0,0,0,7900000,30800000,4,726,1,48900000
1009,1,1,0,8900000,22600000,18,617,1,63500000
1010,0,1,0,5600000,13400000,2,460,0,26400000
1011,1,0,0,1400000,3300000,8,306,0,7500000
1012,5,1,1,500000,1400000,4,471,0,2200000
1013,1,1,1,5100000,15300000,4,628,1,30500000
1014,3,1,0,9800000,25600000,10,404,0,79600000
1015,2,1,1,8600000,21600000,16,804,1,49600000
1016,3,0,0,1600000,3900000,20,804,1,7400000
1017,1,0,1,2500000,6700000,2,502,0,16800000
1018,0,1,0,9500000,22600000,6,861,1,72500000
1019,2,0,1,3000000,7800000,14,555,1,20600000
1020,0,0,0,5100000,13600000,18,351,0,27400000
1021,2,0,1,7600000,23600000,6,358,0,56100000
1022,5,1,0,8800000,18800000,14,836,1,65500000
